Path	Type	Offset	BitOffset	BitSize	Enum	Description
TimeToolDev.HW.Lane[2].GTH.ALIGN_MCOMMA_VALUE	<class 'pyrogue._Variable.RemoteVariable'>	0x154	[0]	[10]	None	
TimeToolDev.HW.Lane[2].GTH.RXDFE_CFG[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x14c	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.RXDFE_CFG[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x150	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.RX_EN_HI_LR	<class 'pyrogue._Variable.RemoteVariable'>	0x148	[10]	[1]	None	
TimeToolDev.HW.Lane[2].GTH.RX_DFE_AGC_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x148	[2]	[3]	None	
TimeToolDev.HW.Lane[2].GTH.RX_DFE_AGC_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x148	[0]	[2]	None	
TimeToolDev.HW.Lane[2].GTH.ES_PMA_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x144	[0]	[10]	None	
TimeToolDev.HW.Lane[2].GTH.RXDFE_HC_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x140	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_HORZ_OFFSET	<class 'pyrogue._Variable.RemoteVariable'>	0x13c	[4]	[12]	None	
TimeToolDev.HW.Lane[2].GTH.FTS_LANE_DESKEW_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x13c	[4]	[1]	None	
TimeToolDev.HW.Lane[2].GTH.FTS_LANE_DESKEW_EN	<class 'pyrogue._Variable.RemoteVariable'>	0x138	[4]	[1]	None	
TimeToolDev.HW.Lane[2].GTH.FTS_DESKEW_SEQ_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x138	[0]	[4]	None	
TimeToolDev.HW.Lane[2].GTH.ES_SDATA_MASK[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x124	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_SDATA_MASK[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x128	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_SDATA_MASK[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x12c	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_SDATA_MASK[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x130	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_SDATA_MASK[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x134	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUAL_MASK[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x110	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUAL_MASK[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x114	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUAL_MASK[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x118	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUAL_MASK[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x11c	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUAL_MASK[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x120	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUALIFIER[0]	<class 'pyrogue._Variable.RemoteVariable'>	0xfc	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUALIFIER[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x100	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUALIFIER[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x104	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUALIFIER[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x108	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_QUALIFIER[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x10c	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.TX_PROGDIV_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0xf8	[0]	[16]	{0: '-', 32768: '0.0', 57744: '4.0', 49648: '5.0', 57728: '8.0', 57760: '10.0', 57730: '16.0', 49672: '16.5', 57762: '20.0', 57734: '32.0', 49800: '33.0', 57766: '40.0', 57742: '64.0', 50056: '66.0', 57743: '80.0', 57775: '100.0'}	
TimeToolDev.HW.Lane[2].GTH.RXDFE_HC_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0xf4	[0]	[16]	None	
TimeToolDev.HW.Lane[2].GTH.ES_CONTROL	<class 'pyrogue._Variable.RemoteVariable'>	0xf0	[10]	[6]	None	
TimeToolDev.HW.Lane[2].GTH.ES_ERRDET_EN	<class 'pyrogue._Variable.RemoteVariable'>	0xf0	[9]	[1]	None	
TimeToolDev.HW.Lane[2].Monitor.Loopback	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[0]	[3]	{0: 'No', 1: 'Near-end PCS', 2: 'Near-end PMA', 4: 'Far-end PMA', 6: 'Far-end PCS'}	GT Loopback Mode
TimeToolDev.HW.Lane[2].Monitor.LocData	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[0]	[8]	None	Sideband data to transmit
TimeToolDev.HW.Lane[2].Monitor.LocDataEn	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[8]	[1]	{False: 'False', True: 'True'}	Enable sideband data to transmit
TimeToolDev.HW.Lane[2].Monitor.AutoStatus	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[0]	[1]	{False: 'False', True: 'True'}	Auto Status Send Enable (PPI)
TimeToolDev.HW.Lane[2].Monitor.RxPhyReady	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[0]	[1]	{False: 'False', True: 'True'}	RX Phy is Ready
TimeToolDev.HW.Lane[2].Monitor.TxPhyReady	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[1]	[1]	{False: 'False', True: 'True'}	TX Phy is Ready
TimeToolDev.HW.Lane[2].Monitor.RxLocalLinkReady	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[2]	[1]	{False: 'False', True: 'True'}	Rx Local Link Ready
TimeToolDev.HW.Lane[2].Monitor.RxRemLinkReady	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[3]	[1]	{False: 'False', True: 'True'}	Rx Remote Link Ready
TimeToolDev.HW.Lane[2].Monitor.TxLinkReady	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[4]	[1]	{False: 'False', True: 'True'}	Tx Link Ready
TimeToolDev.HW.Lane[2].Monitor.RxLinkPolarity	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[8]	[2]	None	Rx Link Polarity
TimeToolDev.HW.Lane[2].Monitor.RxRemPause	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[12]	[4]	None	RX Remote Pause Asserted
TimeToolDev.HW.Lane[2].Monitor.TxLocPause	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[16]	[4]	None	Tx Local Pause Asserted
TimeToolDev.HW.Lane[2].Monitor.RxRemOverflow	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[20]	[4]	None	Received remote overflow flag
TimeToolDev.HW.Lane[2].Monitor.TxLocOverflow	<class 'pyrogue._Variable.RemoteVariable'>	0x20	[24]	[4]	None	Received local overflow flag
TimeToolDev.HW.Lane[2].Monitor.RxRemLinkData	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[0]	[8]	None	
TimeToolDev.HW.Lane[2].Monitor.RxCellErrorCount	<class 'pyrogue._Variable.RemoteVariable'>	0x28	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxLinkDownCount	<class 'pyrogue._Variable.RemoteVariable'>	0x2c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxLinkErrorCount	<class 'pyrogue._Variable.RemoteVariable'>	0x30	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxRemOverflow0Count	<class 'pyrogue._Variable.RemoteVariable'>	0x34	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxRemOverflow1Count	<class 'pyrogue._Variable.RemoteVariable'>	0x38	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxRemOverflow2Count	<class 'pyrogue._Variable.RemoteVariable'>	0x3c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxRemOverflow3Count	<class 'pyrogue._Variable.RemoteVariable'>	0x40	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxFrameErrorCoumt	<class 'pyrogue._Variable.RemoteVariable'>	0x44	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.RxFrameCount	<class 'pyrogue._Variable.RemoteVariable'>	0x48	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxLocOverflow0Count	<class 'pyrogue._Variable.RemoteVariable'>	0x4c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxLocOverflow1Count	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxLocOverflow2Count	<class 'pyrogue._Variable.RemoteVariable'>	0x54	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxLocOverflow3Count	<class 'pyrogue._Variable.RemoteVariable'>	0x58	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxFrameErrorCount	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxFrameCount	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.LastTxOpCode	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[0]	[8]	None	
TimeToolDev.HW.Lane[2].Monitor.LastRxOpCode	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[0]	[8]	None	
TimeToolDev.HW.Lane[2].Monitor.TxOpCodeCount	<class 'pyrogue._Variable.RemoteVariable'>	0x78	[0]	[8]	None	
TimeToolDev.HW.Lane[2].Monitor.RxOpCodeCount	<class 'pyrogue._Variable.RemoteVariable'>	0x7c	[0]	[8]	None	
TimeToolDev.HW.Lane[2].Monitor.CountReset	<class 'pyrogue._Command.RemoteCommand'>	0x0	[0]	[1]	None	
TimeToolDev.HW.Lane[2].Monitor.ResetRx	<class 'pyrogue._Command.RemoteCommand'>	0x4	[0]	[1]	None	
TimeToolDev.HW.Lane[2].Monitor.ResetTx	<class 'pyrogue._Command.RemoteCommand'>	0x4	[1]	[1]	None	
TimeToolDev.HW.Lane[2].Monitor.ResetGt	<class 'pyrogue._Command.RemoteCommand'>	0x4	[2]	[1]	None	
TimeToolDev.HW.Lane[2].Monitor.Flush	<class 'pyrogue._Command.RemoteCommand'>	0x8	[0]	[1]	None	
TimeToolDev.HW.Lane[2].Monitor.RxClkFreqRaw	<class 'pyrogue._Variable.RemoteVariable'>	0x64	[0]	[32]	None	
TimeToolDev.HW.Lane[2].Monitor.TxClkFreqRaw	<class 'pyrogue._Variable.RemoteVariable'>	0x68	[0]	[32]	None	
TimeToolDev.HW.Lane[2].LutDropCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2000	[0]	[32]	None	
TimeToolDev.HW.Lane[2].LutDropCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2004	[0]	[32]	None	
TimeToolDev.HW.Lane[2].LutDropCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2008	[0]	[32]	None	
TimeToolDev.HW.Lane[2].LutDropCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x200c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].FifoErrorCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2010	[0]	[32]	None	
TimeToolDev.HW.Lane[2].FifoErrorCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2014	[0]	[32]	None	
TimeToolDev.HW.Lane[2].FifoErrorCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2018	[0]	[32]	None	
TimeToolDev.HW.Lane[2].FifoErrorCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x201c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcPauseCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2020	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcPauseCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2024	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcPauseCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2028	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcPauseCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x202c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcOverflowCnt[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x2030	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcOverflowCnt[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x2034	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcOverflowCnt[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x2038	[0]	[32]	None	
TimeToolDev.HW.Lane[2].VcOverflowCnt[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x203c	[0]	[32]	None	
TimeToolDev.HW.Lane[2].RunCode	<class 'pyrogue._Variable.RemoteVariable'>	0x2040	[0]	[8]	None	Run OP-Code for triggering
TimeToolDev.HW.Lane[2].AcceptCode	<class 'pyrogue._Variable.RemoteVariable'>	0x2044	[0]	[8]	None	Accept OP-Code for triggering
TimeToolDev.HW.Lane[2].EnHdrTrig	<class 'pyrogue._Variable.RemoteVariable'>	0x2048	[0]	[4]	None	Enable Header Trigger Checking/filtering
TimeToolDev.HW.Lane[2].RunDelay	<class 'pyrogue._Variable.RemoteVariable'>	0x204c	[0]	[32]	None	Delay for the RUN trigger
TimeToolDev.HW.Lane[2].AcceptDelay	<class 'pyrogue._Variable.RemoteVariable'>	0x2050	[0]	[32]	None	Delay for the ACCEPT trigger
TimeToolDev.HW.Lane[2].AcceptCntRst	<class 'pyrogue._Command.RemoteCommand'>	0x2054	[0]	[1]	None	Reset for the AcceptCnt
TimeToolDev.HW.Lane[2].EvrOpCodeMask	<class 'pyrogue._Variable.RemoteVariable'>	0x2058	[0]	[1]	None	Mask off the EVR OP-Code triggering
TimeToolDev.HW.Lane[2].EvrSyncSel	<class 'pyrogue._Variable.RemoteVariable'>	0x205c	[0]	[1]	None	0x0 = ASYNC start/stop, 0x1 = SYNC start/stop with respect to evrSyncWord
TimeToolDev.HW.Lane[2].EvrSyncEn	<class 'pyrogue._Variable.RemoteVariable'>	0x2060	[0]	[1]	None	EVR SYNC Enable
TimeToolDev.HW.Lane[2].EvrSyncWord	<class 'pyrogue._Variable.RemoteVariable'>	0x2064	[0]	[32]	None	EVR SYNC Word
TimeToolDev.HW.Lane[2].EnableTrig	<class 'pyrogue._Variable.RemoteVariable'>	0x2088	[0]	[1]	None	Enable OP-Code Trigger
TimeToolDev.HW.Lane[2].EvrSyncStatus	<class 'pyrogue._Variable.RemoteVariable'>	0x2090	[0]	[1]	None	EVR SYNC Status
TimeToolDev.HW.Lane[2].AcceptCnt	<class 'pyrogue._Variable.RemoteVariable'>	0x2094	[0]	[32]	None	AcceptCnt
TimeToolDev.HW.Lane[3].GTH.CDR_SWAP_MODE_EN	<class 'pyrogue._Variable.RemoteVariable'>	0x8	[0]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDRFREQRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[0]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.EYE_SCAN_SWAP_EN	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[9]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RX_DATA_WIDTH	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[5]	[4]	{0: '-', 2: '16', 3: '20', 4: '32', 5: '40', 6: '64', 7: '80', 8: '128', 9: '160'}	
TimeToolDev.HW.Lane[3].GTH.RXBUFRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0xc	[11]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.RX_FABINT_USRCLK_FLOP	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[0]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RXDFELPMRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[1]	[7]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_ELECIDLE_H2L_DISABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[8]	[3]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDRPHRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x10	[11]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.RXELECIDLE_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[0]	[3]	None	
TimeToolDev.HW.Lane[3].GTH.RXPCSRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[3]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_FIFO_DISABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[8]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_ELECIDLE_EI2_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[9]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_ELECIDLE_LP4_DISABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[10]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RXPMARESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x14	[11]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.RXDFE_HB_CFG1	<class 'pyrogue._Variable.RemoteVariable'>	0x18	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.TXPCSRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[3]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.TX_PMA_POWER_SAVE	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[9]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RX_PMA_POWER_SAVE	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[10]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.TXPMARESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x24	[11]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.TX_FABINT_USRCLK_FLOP	<class 'pyrogue._Variable.RemoteVariable'>	0x2c	[4]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RXPMACLK_SEL	<class 'pyrogue._Variable.RemoteVariable'>	0x28	[24]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.WB_MODE	<class 'pyrogue._Variable.RemoteVariable'>	0x28	[30]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.RXISCANRESET_TIME	<class 'pyrogue._Variable.RemoteVariable'>	0x30	[5]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.TX_PROGCLK_SEL	<class 'pyrogue._Variable.RemoteVariable'>	0x30	[10]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDR_CFG[0]	<class 'pyrogue._Variable.RemoteVariable'>	0x38	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDR_CFG[1]	<class 'pyrogue._Variable.RemoteVariable'>	0x3c	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDR_CFG[2]	<class 'pyrogue._Variable.RemoteVariable'>	0x40	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDR_CFG[3]	<class 'pyrogue._Variable.RemoteVariable'>	0x44	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDR_CFG[4]	<class 'pyrogue._Variable.RemoteVariable'>	0x48	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.RXCDR_LOCK_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x4c	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_1_1	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_LEN	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[10]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_MAX_SKEW	<class 'pyrogue._Variable.RemoteVariable'>	0x50	[12]	[4]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_1_3	<class 'pyrogue._Variable.RemoteVariable'>	0x54	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_ELECIDLE_HI_COUNT	<class 'pyrogue._Variable.RemoteVariable'>	0x54	[10]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_1_4	<class 'pyrogue._Variable.RemoteVariable'>	0x58	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_ELECIDLE_H2L_COUNT	<class 'pyrogue._Variable.RemoteVariable'>	0x58	[10]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_PIPE_RX_ELECIDLE	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[4]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_AUTO_REALIGN	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[5]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.OOBDIVCTL	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[7]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.RX_DEFER_RESET_BUF_EN	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[9]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.RX_BUFFER_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0x5c	[10]	[6]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_2_1	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.PCI3_RX_ASYNC_EBUF_BYPASS	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[10]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_1_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x60	[12]	[4]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_2_2	<class 'pyrogue._Variable.RemoteVariable'>	0x64	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_2_3	<class 'pyrogue._Variable.RemoteVariable'>	0x68	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_2_4	<class 'pyrogue._Variable.RemoteVariable'>	0x6c	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_2_USE	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[11]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_SEQ_2_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[12]	[4]	None	
TimeToolDev.HW.Lane[3].GTH.CHAN_BOND_KEEP_ALIGN	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[0]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_CORRECT_USE	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[10]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_MIN_LAT	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[0]	[6]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_MAX_LAT	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[10]	[6]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_KEEP_IDLE	<class 'pyrogue._Variable.RemoteVariable'>	0x70	[6]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_LEN	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[2]	[2]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_REPEAT_WAIT	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[4]	[5]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_PRECEDENCE	<class 'pyrogue._Variable.RemoteVariable'>	0x74	[9]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_1_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x88	[12]	[4]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_1_1	<class 'pyrogue._Variable.RemoteVariable'>	0x78	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_1_2	<class 'pyrogue._Variable.RemoteVariable'>	0x7c	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_1_3	<class 'pyrogue._Variable.RemoteVariable'>	0x80	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_1_4	<class 'pyrogue._Variable.RemoteVariable'>	0x84	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_2_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[12]	[4]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_2_USE	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[11]	[1]	{False: 'False', True: 'True'}	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_2_1	<class 'pyrogue._Variable.RemoteVariable'>	0x88	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_2_2	<class 'pyrogue._Variable.RemoteVariable'>	0x8c	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_2_3	<class 'pyrogue._Variable.RemoteVariable'>	0x90	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.CLK_COR_SEQ_2_4	<class 'pyrogue._Variable.RemoteVariable'>	0x94	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.RXDFE_HE_CFG0	<class 'pyrogue._Variable.RemoteVariable'>	0x98	[0]	[16]	None	
TimeToolDev.HW.Lane[3].GTH.ALIGN_COMMA_ENABLE	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[0]	[10]	None	
TimeToolDev.HW.Lane[3].GTH.SHOW_REALIGN_COMMA	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[11]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.ALIGN_COMMA_DOUBLE	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[12]	[1]	None	
TimeToolDev.HW.Lane[3].GTH.ALIGN_COMMA_WORD	<class 'pyrogue._Variable.RemoteVariable'>	0x9c	[13]	[3]	None	
TimeToolDev.HW.Lane[3].GTH.TXDRVBIAS_N	<class 'pyrogue._Variable.RemoteVariable'>	0xa0	[0]	[4]	None	
TimeToolDev.HW.Lane[3].GTH.CPLL_FBDIV_45	<class 'pyrogue._Variable.RemoteVariable'>	0xa0	[7]	[1]	{0: '4', 1: '5'}	
TimeToolDev.HW.Lane[3].GTH.CPLL_FBDIV	<class 'pyrogue._Variable.RemoteVariable'>	0xa0	[8]	[8]	{0: '2', 1: '3', 2: '4', 3: '5', 5: '6', 7: '10', 13: '12', 14: '16', 15: '20', 16: '1'}	
TimeToolDev.HW.Lane[3].GTH.CPLL_LOCK_CFG	<class 'pyrogue._Variable.RemoteVariable'>	0xa4	[0]	[16]	None	
